model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008
,,,,,,,,,,,,,INFINITI G35,3.5,6.0,Man-6,2WD,Gasoline,midsize car,7.0,17.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,INFINITI G35X,3.5,6.0,Auto-S5,4WD,Gasoline,midsize car,7.0,17.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,INFINITI G37,3.7,6.0,Man-6,2WD,Gasoline,small car,7.0,17.0,26.0,20.0,6.0,yes
,,,,,,,,,,,,,INFINITI G37,3.7,6.0,Auto-S5,2WD,Gasoline,small car,7.0,18.0,24.0,20.0,6.0,yes
,,,,,,,,,,,,,INFINITI M35,3.5,6.0,Auto-S5,2WD,Gasoline,large car,6.0,16.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,INFINITI M35X,3.5,6.0,Auto-S5,4WD,Gasoline,large car,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,INFINITI M45,4.5,8.0,Auto-S5,2WD,Gasoline,large car,6.0,16.0,21.0,18.0,5.0,no
,,,,,,,,,,,,,INFINITI M45X,4.5,8.0,Auto-S5,4WD,Gasoline,large car,6.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,INFINITI QX56,5.6,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,INFINITI QX56,5.6,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,JEEP Commander,3.7,6.0,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,JEEP Commander,3.7,6.0,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,JEEP Commander,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Commander,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,JEEP Commander,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Commander,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,JEEP Compass,2.4,4.0,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7.0,yes
,,,,,,,,,,,,,JEEP Compass,2.4,4.0,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6.0,yes
,,,,,,,,,,,,,JEEP Compass,2.4,4.0,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7.0,yes
,,,,,,,,,,,,,JEEP Grand Cherokee,3.7,6.0,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,3.7,6.0,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,19.0,17.0,4.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,JEEP Grand Cherokee,6.1,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,11.0,14.0,12.0,0.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Man-6,2WD,Gasoline,SUV,6.0,16.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Auto-L4,4WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,JEEP Liberty,3.7,6.0,Man-6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,JEEP Patriot,2.4,4.0,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7.0,yes
,,,,,,,,,,,,,JEEP Patriot,2.4,4.0,Auto-AV,4WD,Gasoline,SUV,7.0,20.0,22.0,21.0,6.0,yes
,,,,,,,,,,,,,JEEP Patriot,2.4,4.0,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6.0,yes
,,,,,,,,,,,,,JEEP Patriot,2.4,4.0,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7.0,yes
,,,,,,,,,,,,,JEEP Wrangler,3.8,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,JEEP Wrangler,3.8,6.0,Man-6,2WD,Gasoline,SUV,7.0,16.0,21.0,18.0,5.0,no
,,,,,,,,,,,,,JEEP Wrangler,3.8,6.0,Man-6,4WD,Gasoline,SUV,7.0,15.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,JEEP Wrangler,3.8,6.0,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4.0,no
,,,,,,,,,,,,,KIA Amanti,3.8,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,KIA Optima,2.4,4.0,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7.0,yes
,,,,,,,,,,,,,KIA Optima,2.4,4.0,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7.0,yes
,,,,,,,,,,,,,KIA Rio,1.6,4.0,Auto-L4,2WD,Gasoline,small car,7.0,25.0,35.0,29.0,8.0,yes
,,,,,,,,,,,,,KIA Rio,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,27.0,32.0,29.0,8.0,yes
,,,,,,,,,,,,,KIA Rondo,2.4,4.0,Auto-L4,2WD,Gasoline,station wagon,7.0,19.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,KIA Rondo,2.7,6.0,Auto-L5,2WD,Gasoline,station wagon,7.0,18.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,KIA Sedona,3.8,6.0,Auto-L5,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5.0,no
,,,,,,,,,,,,,KIA Sorento,3.8,6.0,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,KIA Sorento,3.8,6.0,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,KIA Spectra,2.0,4.0,Auto-L4,2WD,Gasoline,midsize car,9.5,24.0,32.0,27.0,8.0,yes
,,,,,,,,,,,,,KIA Spectra,2.0,4.0,Man-5,2WD,Gasoline,midsize car,7.0,23.0,30.0,26.0,8.0,yes
,,,,,,,,,,,,,KIA Spectra,2.0,4.0,Auto-L4,2WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,8.0,yes
,,,,,,,,,,,,,KIA Sportage,2.0,4.0,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6.0,yes
,,,,,,,,,,,,,KIA Sportage,2.0,4.0,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6.0,yes
,,,,,,,,,,,,,KIA Sportage,2.0,4.0,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6.0,yes
,,,,,,,,,,,,,KIA Sportage,2.7,6.0,Auto-L4,2WD,Gasoline,SUV,6.0,17.0,23.0,20.0,6.0,no
,,,,,,,,,,,,,KIA Sportage,2.7,6.0,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,21.0,19.0,5.0,no
,,,,,,,,,,,,,LAMBORGHINI Gallardo Coupe,5.0,10.0,Man-6,4WD,Gasoline,small car,6.0,10.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,LAMBORGHINI Gallardo Coupe,5.0,10.0,Auto-S6,4WD,Gasoline,small car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,LAMBORGHINI Gallardo Spyder,5.0,10.0,Man-6,4WD,Gasoline,small car,6.0,10.0,15.0,12.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Gallardo Spyder,5.0,10.0,Auto-S6,4WD,Gasoline,small car,6.0,10.0,16.0,12.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Murcielago,6.5,12.0,Man-6,4WD,Gasoline,small car,6.0,8.0,13.0,10.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Murcielago,6.5,12.0,Auto-S6,4WD,Gasoline,small car,6.0,9.0,14.0,11.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Murcielago Reventon,6.5,12.0,Auto-S6,4WD,Gasoline,small car,6.0,9.0,14.0,11.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Murcielago Roadster,6.5,12.0,Man-6,4WD,Gasoline,small car,6.0,8.0,13.0,10.0,0.0,no
,,,,,,,,,,,,,LAMBORGHINI Murcielago Roadster,6.5,12.0,Auto-S6,4WD,Gasoline,small car,6.0,9.0,14.0,11.0,0.0,no
,,,,,,,,,,,,,LAND ROVER LR2,3.2,6.0,Auto-S6,4WD,Gasoline,SUV,7.0,16.0,23.0,18.0,5.0,no
,,,,,,,,,,,,,LAND ROVER LR3,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,LAND ROVER Range Rover,4.2,8.0,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,LAND ROVER Range Rover,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,LAND ROVER Range Rover Sport,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,12.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,LAND ROVER Range Rover Sport,4.2,8.0,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,LEXUS ES 350,3.5,6.0,Auto-S6,2WD,Gasoline,midsize car,7.0,19.0,27.0,22.0,6.0,yes
,,,,,,,,,,,,,LEXUS GS 350,3.5,6.0,Auto-S6,4WD,Gasoline,midsize car,7.0,18.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,LEXUS GS 350,3.5,6.0,Auto-S6,2WD,Gasoline,midsize car,7.0,19.0,27.0,22.0,6.0,yes
,,,,,,,,,,,,,LEXUS GS 450h,3.5,6.0,Auto-S6,2WD,Gasoline,small car,9.0,22.0,25.0,23.0,7.0,yes
,,,,,,,,,,,,,LEXUS GS 460,4.6,8.0,S8,2WD,Gasoline,midsize car,7.0,17.0,24.0,20.0,6.0,yes
,,,,,,,,,,,,,LEXUS GX 470,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,LEXUS IS 250,2.5,6.0,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,LEXUS IS 250,2.5,6.0,Auto-S6,4WD,Gasoline,small car,7.0,20.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,LEXUS IS 250,2.5,6.0,Auto-S6,2WD,Gasoline,small car,7.0,21.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,LEXUS IS 350,3.5,6.0,Auto-S6,2WD,Gasoline,small car,7.0,18.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,LEXUS LS 460,4.6,8.0,S8,2WD,Gasoline,midsize car,7.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,LEXUS LS 460 L,4.6,8.0,S8,2WD,Gasoline,midsize car,7.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,LEXUS LS 600HL,5.0,8.0,S8,4WD,Gasoline,midsize car,9.0,20.0,22.0,21.0,6.0,yes
,,,,,,,,,,,,,LEXUS LX 570,5.7,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,LEXUS RX 350,3.5,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,18.0,23.0,20.0,6.0,yes
,,,,,,,,,,,,,LEXUS RX 350,3.5,6.0,Auto-S5,2WD,Gasoline,SUV,7.0,18.0,23.0,20.0,6.0,yes
,,,,,,,,,,,,,LEXUS RX 350,3.5,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,LEXUS RX 350,3.5,6.0,Auto-S5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,LEXUS RX 400H,3.3,6.0,Auto-AV,2WD,Gasoline,SUV,9.0,27.0,24.0,25.0,7.0,yes
,,,,,,,,,,,,,LEXUS RX 400H,3.3,6.0,Auto-AV,4WD,Gasoline,SUV,9.0,26.0,24.0,25.0,7.0,yes
,,,,,,,,,,,,,LEXUS SC 430,4.3,8.0,Auto-S6,2WD,Gasoline,small car,6.0,16.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,LINCOLN MKX,3.5,6.0,Auto-L6,2WD,Gasoline,SUV,7.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,LINCOLN MKX,3.5,6.0,Auto-L6,4WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,LINCOLN MKZ,3.5,6.0,Auto-L6,4WD,Gasoline,midsize car,7.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,LINCOLN MKZ,3.5,6.0,Auto-L6,2WD,Gasoline,midsize car,7.0,18.0,28.0,22.0,6.0,yes
,,,,,,,,,,,,,LINCOLN Mark LT,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,12.0,16.0,14.0,2.0,no
,,,,,,,,,,,,,LINCOLN Mark LT,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,LINCOLN Navigator,5.4,8.0,Auto-L6,2WD,Gasoline,SUV,7.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,LOTUS Elise,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,20.0,26.0,22.0,6.0,no
,,,,,,,,,,,,,LOTUS Elise,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,21.0,27.0,23.0,7.0,no
,,,,,,,,,,,,,LOTUS Exige,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,20.0,26.0,22.0,6.0,no
,,,,,,,,,,,,,LOTUS Exige,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,21.0,27.0,23.0,7.0,no
,,,,,,,,,,,,,MASERATI Granturismo,4.2,8.0,Auto-6,2WD,Gasoline,small car,6.0,14.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,MASERATI Quattroporte,4.2,8.0,Auto-6,2WD,Gasoline,large car,6.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MAZDA 3,2.0,4.0,Auto-S4,2WD,Gasoline,small car,9.5,23.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,MAZDA 3,2.0,4.0,Man-5,2WD,Gasoline,small car,9.5,24.0,32.0,27.0,8.0,yes
,,,,,,,,,,,,,MAZDA 3,2.3,4.0,Auto-S5,2WD,Gasoline,small car,9.5,22.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA 3,2.3,4.0,Man-5,2WD,Gasoline,small car,9.5,22.0,29.0,25.0,7.0,yes
,,,,,,,,,,,,,MAZDA 3,2.3,4.0,Man-6,2WD,Gasoline,midsize car,7.0,18.0,26.0,20.0,6.0,yes
,,,,,,,,,,,,,MAZDA 5,2.3,4.0,Auto-S5,2WD,Gasoline,minivan,6.0,21.0,27.0,23.0,7.0,yes
,,,,,,,,,,,,,MAZDA 5,2.3,4.0,Man-5,2WD,Gasoline,minivan,6.0,22.0,28.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA 6,2.3,4.0,Auto-S5,2WD,Gasoline,midsize car,9.5,21.0,28.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA 6,3.0,6.0,Man-5,2WD,Gasoline,midsize car,7.0,17.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,MAZDA 6,3.0,6.0,Auto-S6,2WD,Gasoline,midsize car,7.0,18.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,MAZDA 6,2.3,4.0,Auto-S5,2WD,Gasoline,midsize car,6.0,21.0,28.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA 6,2.3,4.0,Man-5,2WD,Gasoline,midsize car,6.0,21.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA B2300,2.3,4.0,Auto-L5,2WD,Gasoline,pickup,7.0,19.0,24.0,21.0,6.0,yes
,,,,,,,,,,,,,MAZDA B2300,2.3,4.0,Man-5,2WD,Gasoline,pickup,7.0,21.0,26.0,23.0,7.0,yes
,,,,,,,,,,,,,MAZDA B3000,3.0,6.0,Auto-L5,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MAZDA B4000,4.0,6.0,Auto-L5,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MAZDA B4000,4.0,6.0,Auto-L5,4WD,Gasoline,pickup,6.0,14.0,17.0,15.0,3.0,no
,,,,,,,,,,,,,MAZDA B4000,4.0,6.0,Man-5,4WD,Gasoline,pickup,6.0,15.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,MAZDA CX-7,2.3,4.0,Auto-S6,2WD,Gasoline,SUV,6.0,17.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,MAZDA CX-7,2.3,4.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,MAZDA CX-9,3.7,6.0,Auto-S6,2WD,Gasoline,SUV,7.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,MAZDA CX-9,3.7,6.0,Auto-S6,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,MAZDA MX-5,2.0,4.0,Auto-S6,2WD,Gasoline,small car,7.0,20.0,27.0,23.0,7.0,yes
,,,,,,,,,,,,,MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,small car,7.0,21.0,28.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA MX-5,2.0,4.0,Man-5,2WD,Gasoline,small car,7.0,22.0,27.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA RX-8,1.3,2.0,Man-6,2WD,Gasoline,small car,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,MAZDA RX-8,1.3,2.0,Auto-S6,2WD,Gasoline,small car,6.0,16.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,MAZDA Tribute,2.3,4.0,Man-5,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7.0,yes
,,,,,,,,,,,,,MAZDA Tribute,2.3,4.0,Auto-L4,2WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6.0,no
,,,,,,,,,,,,,MAZDA Tribute,2.3,4.0,Auto-L4,4WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6.0,no
,,,,,,,,,,,,,MAZDA Tribute,3.0,6.0,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,MAZDA Tribute,3.0,6.0,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,MAZDA Tribute Hybrid,2.3,4.0,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9.0,yes
,,,,,,,,,,,,,MAZDA Tribute Hybrid,2.3,4.0,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8.0,yes
,,,,,,,,,,,,,MERCEDES-BENZ CL550,5.5,8.0,Auto-L7,2WD,Gasoline,small car,7.0,14.0,21.0,17.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CL600,5.5,12.0,Auto-L5,2WD,Gasoline,small car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CL63 AMG,6.2,8.0,Auto-S7,2WD,Gasoline,small car,6.0,11.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CL65 AMG,5.5,12.0,Auto-S5,2WD,Gasoline,small car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CLK63 AMG,6.2,8.0,Auto-S7,2WD,Gasoline,small car,6.0,12.0,19.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,8.0,Auto-S7,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ CLS63 AMG,6.2,8.0,Auto-S7,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ E350,3.5,6.0,Auto-L7,2WD,Gasoline,midsize car,9.5,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,MERCEDES-BENZ E550 4Matic,5.5,8.0,Auto-L7,4WD,Gasoline,midsize car,7.0,13.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ E63 AMG,6.2,8.0,Auto-S7,2WD,Gasoline,midsize car,6.0,12.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MERCEDES-BENZ E63 AMG Wagon,6.2,8.0,Auto-S7,2WD,Gasoline,station wagon,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ G500,5.0,8.0,Auto-L7,4WD,Gasoline,SUV,6.0,12.0,15.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ G55 AMG,5.4,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,11.0,13.0,12.0,0.0,no
,,,,,,,,,,,,,MERCEDES-BENZ GL450 4Matic,4.6,8.0,Auto-L7,4WD,Gasoline,SUV,7.0,13.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,MERCEDES-BENZ GL550 4Matic,5.5,8.0,Auto-L7,4WD,Gasoline,SUV,7.0,13.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ ML350 4Matic,3.5,6.0,Auto-L7,4WD,Gasoline,SUV,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-L7,4WD,Gasoline,SUV,7.0,13.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-L5,2WD,Gasoline,large car,6.0,10.0,16.0,12.0,0.0,no
,,,,,,,,,,,,,MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-L5,2WD,Gasoline,large car,6.0,10.0,16.0,12.0,0.0,no
,,,,,,,,,,,,,MERCEDES-BENZ Maybach 62,5.5,12.0,Auto-L5,2WD,Gasoline,large car,6.0,10.0,16.0,12.0,0.0,no
,,,,,,,,,,,,,MERCEDES-BENZ Maybach 62S,6.0,12.0,Auto-L5,2WD,Gasoline,large car,6.0,10.0,16.0,12.0,0.0,no
,,,,,,,,,,,,,MERCEDES-BENZ R350,3.5,6.0,Auto-L7,2WD,Gasoline,SUV,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-L7,4WD,Gasoline,SUV,7.0,15.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ S550,5.5,8.0,Auto-L7,2WD,Gasoline,large car,7.0,14.0,21.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-L7,4WD,Gasoline,large car,7.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ S600,5.5,12.0,Auto-L5,2WD,Gasoline,large car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ S63 AMG,6.2,8.0,Auto-S7,2WD,Gasoline,large car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-S5,2WD,Gasoline,large car,6.0,11.0,17.0,13.0,1.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SL55 AMG,5.4,8.0,Auto-S5,2WD,Gasoline,small car,6.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SL550,5.5,8.0,Auto-L7,2WD,Gasoline,small car,7.0,14.0,21.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SL600,5.5,12.0,Auto-L5,2WD,Gasoline,small car,6.0,11.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SL65 AMG,6.0,12.0,Auto-S5,2WD,Gasoline,small car,6.0,11.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SLK55 AMG,5.4,8.0,Auto-S7,2WD,Gasoline,small car,6.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,MERCEDES-BENZ SLR,5.4,8.0,Auto-S5,2WD,Gasoline,small car,6.0,12.0,16.0,13.0,1.0,no
,,,,,,,,,,,,,MERCURY Mariner,2.3,4.0,Auto-L4,2WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6.0,no
,,,,,,,,,,,,,MERCURY Mariner,2.3,4.0,Auto-L4,4WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6.0,no
,,,,,,,,,,,,,MERCURY Mariner,3.0,6.0,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,MERCURY Mariner,3.0,6.0,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,MERCURY Mariner Hybrid,2.3,4.0,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9.0,yes
,,,,,,,,,,,,,MERCURY Mariner Hybrid,2.3,4.0,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8.0,yes
,,,,,,,,,,,,,MERCURY Milan,2.3,4.0,Auto-L5,2WD,Gasoline,midsize car,9.5,20.0,28.0,23.0,7.0,yes
,,,,,,,,,,,,,MERCURY Milan,3.0,6.0,Auto-L6,4WD,Gasoline,midsize car,7.0,17.0,25.0,20.0,6.0,yes
